House status,Name,Price,Street Address,Locality,Region,PostalCode,Size,Href
House for sale,"6734 Solana Dr, Castle Pines, CO 80108","$539,900 ",6734 Solana Dr,Castle Pines,CO,80108,"4,497",https://www.zillow.com/homedetails/6734-Solana-Dr-Castle-Pines-CO-80108/52458380_zpid/
House for sale,"6157 Massive Peak Loop, Castle Rock, CO 80108","$1,850,000 ",6157 Massive Peak Loop,Castle Rock,CO,80108,"8,508",https://www.zillow.com/homedetails/6157-Massive-Peak-Loop-Castle-Rock-CO-80108/67450957_zpid/
House for sale,"7 Tauber Dr, Castle Pines, CO 80108","$675,000 ",7 Tauber Dr,Castle Pines,CO,80108,"4,260",https://www.zillow.com/homedetails/7-Tauber-Dr-Castle-Pines-CO-80108/13463432_zpid/
New construction,"Arvada Plan, Overlook At Ravenwood, Castle Rock, CO 80108","$571,990 ","ARVADA Plan, Overlook at Ravenwood",Castle Rock,CO,80108,"2,897",https://www.zillow.com/community/overlook-at-ravenwood/2079682356_zpid/
New construction,"Renoir (Residence 60252) Plan, Skyline Ridge At Castle Pines, Castle Rock, CO 80108","$744,990 ","Renoir (Residence 60252) Plan, Skyline Ridge at Castle Pines",Castle Rock,CO,80108,"3,367",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665102_zpid/
House for sale,"3205 Country Club Pkwy, Castle Rock, CO 80108","$760,000 ",3205 Country Club Pkwy,Castle Rock,CO,80108,"3,742",https://www.zillow.com/homedetails/3205-Country-Club-Pkwy-Castle-Rock-CO-80108/13483941_zpid/
House for sale,"279 Clare Dr, Castle Pines, CO 80108","$650,000 ",279 Clare Dr,Castle Pines,CO,80108,"3,600",https://www.zillow.com/homedetails/279-Clare-Dr-Castle-Pines-CO-80108/13482572_zpid/
New construction,"1548 Wingfeather Ln, Castle Rock, CO 80108","$647,940 ",1548 Wingfeather Ln,Castle Rock,CO,80108,"3,148",https://www.zillow.com/homedetails/1548-Wingfeather-Ln-Castle-Rock-CO-80108/245221471_zpid/
House for sale,"880 Wolverine Ct, Castle Rock, CO 80108","$1,175,000 ",880 Wolverine Ct,Castle Rock,CO,80108,"5,485",https://www.zillow.com/homedetails/880-Wolverine-Ct-Castle-Rock-CO-80108/13483082_zpid/
House for sale,"6802 Esmeralda Dr, Castle Rock, CO 80108","$609,000 ",6802 Esmeralda Dr,Castle Rock,CO,80108,"4,427",https://www.zillow.com/homedetails/6802-Esmeralda-Dr-Castle-Rock-CO-80108/108401171_zpid/
House for sale,"8511 Brambleridge Dr, Castle Pines, CO 80108","$575,000 ",8511 Brambleridge Dr,Castle Pines,CO,80108,"3,747",https://www.zillow.com/homedetails/8511-Brambleridge-Dr-Castle-Pines-CO-80108/52458888_zpid/
House for sale,"5109 Pine River Trl, Castle Rock, CO 80108","$1,200,000 ",5109 Pine River Trl,Castle Rock,CO,80108,"5,703",https://www.zillow.com/homedetails/5109-Pine-River-Trl-Castle-Rock-CO-80108/82025227_zpid/
House for sale,"6889 Murphy Creek Ln, Castle Pines, CO 80108","$954,900 ",6889 Murphy Creek Ln,Castle Pines,CO,80108,"6,364",https://www.zillow.com/homedetails/6889-Murphy-Creek-Ln-Castle-Pines-CO-80108/118268727_zpid/
House for sale,"7512 Blue Water Ln, Castle Rock, CO 80108","$498,000 ",7512 Blue Water Ln,Castle Rock,CO,80108,"3,000",https://www.zillow.com/homedetails/7512-Blue-Water-Ln-Castle-Rock-CO-80108/121709899_zpid/
House for sale,"4692 Silver Pine Dr, Castle Rock, CO 80108","$1,525,000 ",4692 Silver Pine Dr,Castle Rock,CO,80108,"5,537",https://www.zillow.com/homedetails/4692-Silver-Pine-Dr-Castle-Rock-CO-80108/82028094_zpid/
New construction,"6696 Kenzie Cir, Castle Pines, CO 80108","$754,990 ",6696 Kenzie Cir,Castle Pines,CO,80108,"3,367",https://www.zillow.com/homedetails/6696-Kenzie-Cir-Castle-Pines-CO-80108/300007230_zpid/
New construction,"7116 Medalist Ct, Castle Pines, CO 80108","$770,000 ",7116 Medalist Ct,Castle Pines,CO,80108,"3,498",https://www.zillow.com/homedetails/7116-Medalist-Ct-Castle-Pines-CO-80108/118267644_zpid/
New construction,"6665 Merrimack Dr, Castle Pines, CO 80108","$569,990 ",6665 Merrimack Dr,Castle Pines,CO,80108,"1,968",https://www.zillow.com/homedetails/6665-Merrimack-Dr-Castle-Pines-CO-80108/300007042_zpid/
New construction,"Yorktown Plan, The Landing At Cobblestone Ranch, Castle Rock, CO 80108","$521,950 ","Yorktown Plan, The Landing at Cobblestone Ranch",Castle Rock,CO,80108,"2,900",https://www.zillow.com/community/landing-at-cobblestone-ranch/2078648473_zpid/
House for sale,"3448 Ghost Dance Dr, Castle Rock, CO 80108","$660,000 ",3448 Ghost Dance Dr,Castle Rock,CO,80108,"4,426",https://www.zillow.com/homedetails/3448-Ghost-Dance-Dr-Castle-Rock-CO-80108/119230997_zpid/
New construction,"6677 Merrimack Dr, Castle Pines, CO 80108","$604,990 ",6677 Merrimack Dr,Castle Pines,CO,80108,"2,534",https://www.zillow.com/homedetails/6677-Merrimack-Dr-Castle-Pines-CO-80108/300006783_zpid/
House for sale,"880 Diamond Ridge Cir, Castle Rock, CO 80108","$2,320,000 ",880 Diamond Ridge Cir,Castle Rock,CO,80108,"8,944",https://www.zillow.com/homedetails/880-Diamond-Ridge-Cir-Castle-Rock-CO-80108/108394980_zpid/
House for sale,"355 Crossing Cir, Castle Pines, CO 80108","$1,149,900 ",355 Crossing Cir,Castle Pines,CO,80108,"6,111",https://www.zillow.com/homedetails/355-Crossing-Cir-Castle-Pines-CO-80108/13463289_zpid/
House for sale,"1082 Country Club Estates Dr, Castle Rock, CO 80108","$2,300,000 ",1082 Country Club Estates Dr,Castle Rock,CO,80108,"6,811",https://www.zillow.com/homedetails/1082-Country-Club-Estates-Dr-Castle-Rock-CO-80108/82021429_zpid/
Townhouse for sale,"657 Clarendon Loop, Castle Pines, CO 80108","$389,900 ",657 Clarendon Loop,Castle Pines,CO,80108,"1,708",https://www.zillow.com/homedetails/657-Clarendon-Loop-Castle-Pines-CO-80108/13482467_zpid/
House for sale,"90 Croft Ct, Castle Pines, CO 80108","$515,000 ",90 Croft Ct,Castle Pines,CO,80108,"2,816",https://www.zillow.com/homedetails/90-Croft-Ct-Castle-Pines-CO-80108/13482775_zpid/
New construction,"6880 Hyland Hills St, Castle Pines, CO 80108","$775,700 ",6880 Hyland Hills St,Castle Pines,CO,80108,"4,122",https://www.zillow.com/homedetails/6880-Hyland-Hills-St-Castle-Pines-CO-80108/124169206_zpid/
New construction,"7658 Greenwater Cir, Castle Rock, CO 80108","$657,704 ",7658 Greenwater Cir,Castle Rock,CO,80108,"2,000",https://www.zillow.com/homedetails/7658-Greenwater-Cir-Castle-Rock-CO-80108/242033299_zpid/
House for sale,"741 Deer Clover Cir, Castle Pines, CO 80108","$535,000 ",741 Deer Clover Cir,Castle Pines,CO,80108,"3,267",https://www.zillow.com/homedetails/741-Deer-Clover-Cir-Castle-Pines-CO-80108/13481933_zpid/
House for sale,"184 Morgan Pl, Castle Rock, CO 80108","$2,495,000 ",184 Morgan Pl,Castle Rock,CO,80108,"12,874",https://www.zillow.com/homedetails/184-Morgan-Pl-Castle-Rock-CO-80108/13483760_zpid/
House for sale,"6167 Diamond Ridge Pkwy, Castle Rock, CO 80108","$950,000 ",6167 Diamond Ridge Pkwy,Castle Rock,CO,80108,"5,222",https://www.zillow.com/homedetails/6167-Diamond-Ridge-Pkwy-Castle-Rock-CO-80108/52460111_zpid/
Townhouse for sale,"1389 Pineridge Ct, Castle Pines, CO 80108","$449,000 ",1389 Pineridge Ct,Castle Pines,CO,80108,"1,673",https://www.zillow.com/homedetails/1389-Pineridge-Ct-Castle-Pines-CO-80108/55814146_zpid/
House for sale,"7707 Buffalo Trl, Castle Pines, CO 80108","$1,950,000 ",7707 Buffalo Trl,Castle Pines,CO,80108,"6,968",https://www.zillow.com/homedetails/7707-Buffalo-Trl-Castle-Pines-CO-80108/13482839_zpid/
House for sale,"6740 Tremolite Dr, Castle Rock, CO 80108","$1,550,000 ",6740 Tremolite Dr,Castle Rock,CO,80108,"7,770",https://www.zillow.com/homedetails/6740-Tremolite-Dr-Castle-Rock-CO-80108/82026325_zpid/
House for sale,"4797 Basalt Ridge Cir, Castle Rock, CO 80108","$545,000 ",4797 Basalt Ridge Cir,Castle Rock,CO,80108,"3,083",https://www.zillow.com/homedetails/4797-Basalt-Ridge-Cir-Castle-Rock-CO-80108/242035218_zpid/
New construction,"Cornell (Residence 50255) Plan, Skyline Ridge At Castle Pines, Castle Rock, CO 80108","$652,990 ","Cornell (Residence 50255) Plan, Skyline Ridge at Castle Pines",Castle Rock,CO,80108,"3,245",https://www.zillow.com/community/skyline-ridge-at-castle-pines/2080665112_zpid/
House for sale,"755 Belfry Ct, Castle Rock, CO 80108","$1,999,900 ",755 Belfry Ct,Castle Rock,CO,80108,"9,802",https://www.zillow.com/homedetails/755-Belfry-Ct-Castle-Rock-CO-80108/13484040_zpid/
House for sale,"770 International Isle Dr, Castle Rock, CO 80108","$2,690,000 ",770 International Isle Dr,Castle Rock,CO,80108,"7,215",https://www.zillow.com/homedetails/770-International-Isle-Dr-Castle-Rock-CO-80108/13484050_zpid/
House for sale,"442 Oakwood Ln, Castle Rock, CO 80108","$1,499,900 ",442 Oakwood Ln,Castle Rock,CO,80108,"6,075",https://www.zillow.com/homedetails/442-Oakwood-Ln-Castle-Rock-CO-80108/13463619_zpid/
House for sale,"7111 Serena Dr, Castle Pines, CO 80108","$615,000 ",7111 Serena Dr,Castle Pines,CO,80108,"4,127",https://www.zillow.com/homedetails/7111-Serena-Dr-Castle-Pines-CO-80108/67450150_zpid/
For sale by owner,"771 International Isle Dr, Castle Rock, CO 80108","$1,950,000 ",771 International Isle Dr,Castle Rock,CO,80108,"6,653",https://www.zillow.com/homedetails/771-International-Isle-Dr-Castle-Rock-CO-80108/13484051_zpid/
House for sale,"1206 Wildcat Bend Ct, Castle Rock, CO 80108","$2,189,000 ",1206 Wildcat Bend Ct,Castle Rock,CO,80108,"4,709",https://www.zillow.com/homedetails/1206-Wildcat-Bend-Ct-Castle-Rock-CO-80108/123455607_zpid/
House for sale,"1276 Buffalo Ridge Rd, Castle Pines, CO 80108","$1,000,000 ",1276 Buffalo Ridge Rd,Castle Pines,CO,80108,"5,987",https://www.zillow.com/homedetails/1276-Buffalo-Ridge-Rd-Castle-Pines-CO-80108/55814096_zpid/
New construction,"6595 Steuben Way, Castle Rock, CO 80108","$641,708 ",6595 Steuben Way,Castle Rock,CO,80108,"2,035",https://www.zillow.com/homedetails/6595-Steuben-Way-Castle-Rock-CO-80108/2079409810_zpid/
House for sale,"1471 Olde Happy Canon Rd, Castle Rock, CO 80108","$1,750,000 ",1471 Olde Happy Canon Rd,Castle Rock,CO,80108,"3,279",https://www.zillow.com/homedetails/1471-Olde-Happy-Canon-Rd-Castle-Rock-CO-80108/13482837_zpid/
House for sale,"1471 Olde Happy Canon Rd, Castle Rock, CO 80108","$1,750,000 ",1471 Olde Happy Canon Rd,Castle Rock,CO,80108,"3,279",https://www.zillow.com/homedetails/1471-Olde-Happy-Canon-Rd-Castle-Rock-CO-80108/2079496835_zpid/
New construction,"6695 Petunia Pl, Castle Rock, CO 80108","$652,054 ",6695 Petunia Pl,Castle Rock,CO,80108,"2,320",https://www.zillow.com/homedetails/6695-Petunia-Pl-Castle-Rock-CO-80108/306060099_zpid/
New construction,"1886 Wingfeather Ln, Castle Rock, CO 80108","$583,100 ",1886 Wingfeather Ln,Castle Rock,CO,80108,"2,103",https://www.zillow.com/homedetails/1886-Wingfeather-Ln-Castle-Rock-CO-80108/245221257_zpid/
New construction,"1862 Wingfeather Ln, Castle Rock, CO 80108","$599,610 ",1862 Wingfeather Ln,Castle Rock,CO,80108,"2,272",https://www.zillow.com/homedetails/1862-Wingfeather-Ln-Castle-Rock-CO-80108/245221258_zpid/
House for sale,"7478 Sapphire Point Blvd, Castle Rock, CO 80108","$2,680,000 ",7478 Sapphire Point Blvd,Castle Rock,CO,80108,"5,758",https://www.zillow.com/homedetails/7478-Sapphire-Point-Blvd-Castle-Rock-CO-80108/108399964_zpid/
House for sale,"7436 Sapphire Point Blvd, Castle Rock, CO 80108","$2,580,000 ",7436 Sapphire Point Blvd,Castle Rock,CO,80108,"5,415",https://www.zillow.com/homedetails/7436-Sapphire-Point-Blvd-Castle-Rock-CO-80108/108399254_zpid/
House for sale,"100 Coulter Pl, Castle Rock, CO 80108","$1,800,000 ",100 Coulter Pl,Castle Rock,CO,80108,"6,711",https://www.zillow.com/homedetails/100-Coulter-Pl-Castle-Rock-CO-80108/13483560_zpid/
House for sale,"1375 Mcmurdo Trl, Castle Rock, CO 80108","$589,000 ",1375 Mcmurdo Trl,Castle Rock,CO,80108,"4,634",https://www.zillow.com/homedetails/1375-Mcmurdo-Trl-Castle-Rock-CO-80108/126047408_zpid/
For sale by owner,"6173 Massive Peak Cir, Castle Rock, CO 80108","$1,898,000 ",6173 Massive Peak Cir,Castle Rock,CO,80108,"6,458",https://www.zillow.com/homedetails/6173-Massive-Peak-Cir-Castle-Rock-CO-80108/55814161_zpid/
House for sale,"3293 Arroyo Verde Way, Castle Rock, CO 80108","$635,000 ",3293 Arroyo Verde Way,Castle Rock,CO,80108,"4,620",https://www.zillow.com/homedetails/3293-Arroyo-Verde-Way-Castle-Rock-CO-80108/82023792_zpid/
New construction,"1838 Pinion Wing Cir, Castle Rock, CO 80108","$635,000 ",1838 Pinion Wing Cir,Castle Rock,CO,80108,"2,343",https://www.zillow.com/homedetails/1838-Pinion-Wing-Cir-Castle-Rock-CO-80108/245221487_zpid/
House for sale,"5742 Amber Ridge Pl, Castle Pines, CO 80108","$1,990,000 ",5742 Amber Ridge Pl,Castle Pines,CO,80108,"8,947",https://www.zillow.com/homedetails/5742-Amber-Ridge-Pl-Castle-Pines-CO-80108/61084706_zpid/
Pre-foreclosure,"7224 Cerney Cir, Castle Pines, CO 80108","$588,802 ",7224 Cerney Cir,Castle Pines,CO,80108,"2,130",https://www.zillow.com/homedetails/7224-Cerney-Cir-Castle-Pines-CO-80108/13482392_zpid/
New construction,"7139 Bellcove Trl, Castle Rock, CO 80108","$774,900 ",7139 Bellcove Trl,Castle Rock,CO,80108,"2,927",https://www.zillow.com/homedetails/7139-Bellcove-Trl-Castle-Rock-CO-80108/306060244_zpid/
House for sale,"3667 Pleasant View Dr, Castle Rock, CO 80108","$925,000 ",3667 Pleasant View Dr,Castle Rock,CO,80108,"4,761",https://www.zillow.com/homedetails/3667-Pleasant-View-Dr-Castle-Rock-CO-80108/82021998_zpid/
House for sale,"989 Preston Ct, Castle Rock, CO 80108","$3,190,000 ",989 Preston Ct,Castle Rock,CO,80108,"9,973",https://www.zillow.com/homedetails/989-Preston-Ct-Castle-Rock-CO-80108/87811130_zpid/
New construction,"7147 Bellcove Trl, Castle Rock, CO 80108","$776,600 ",7147 Bellcove Trl,Castle Rock,CO,80108,"2,805",https://www.zillow.com/homedetails/7147-Bellcove-Trl-Castle-Rock-CO-80108/306060243_zpid/
House for sale,"8897 Ridgepoint Way, Castle Pines, CO 80108","$1,299,000 ",8897 Ridgepoint Way,Castle Pines,CO,80108,"5,616",https://www.zillow.com/homedetails/8897-Ridgepoint-Way-Castle-Pines-CO-80108/13463294_zpid/
House for sale,"6436 Holy Cross Ct, Castle Rock, CO 80108","$1,760,000 ",6436 Holy Cross Ct,Castle Rock,CO,80108,"5,775",https://www.zillow.com/homedetails/6436-Holy-Cross-Ct-Castle-Rock-CO-80108/102662494_zpid/
New construction,"6558 Kenzie Cir, Castle Pines, CO 80108","$599,000 ",6558 Kenzie Cir,Castle Pines,CO,80108,"2,264",https://www.zillow.com/homedetails/6558-Kenzie-Cir-Castle-Pines-CO-80108/300014766_zpid/
House for sale,"5466 Water Oak Cir, Castle Rock, CO 80108","$915,000 ",5466 Water Oak Cir,Castle Rock,CO,80108,"5,523",https://www.zillow.com/homedetails/5466-Water-Oak-Cir-Castle-Rock-CO-80108/98971551_zpid/
House for sale,"6578 Kenzie Cir, Castle Pines, CO 80108","$632,967 ",6578 Kenzie Cir,Castle Pines,CO,80108,"3,717",https://www.zillow.com/homedetails/6578-Kenzie-Cir-Castle-Pines-CO-80108/300014627_zpid/
House for sale,"5311 Mesa Dr, Castle Rock, CO 80108","$725,000 ",5311 Mesa Dr,Castle Rock,CO,80108,"2,400",https://www.zillow.com/homedetails/5311-Mesa-Dr-Castle-Rock-CO-80108/13483441_zpid/
House for sale,"5291 Mesa Dr, Castle Rock, CO 80108","$1,190,000 ",5291 Mesa Dr,Castle Rock,CO,80108,"5,007",https://www.zillow.com/homedetails/5291-Mesa-Dr-Castle-Rock-CO-80108/13483440_zpid/
New construction,"1949 Canyonpoint Ln, Castle Pines, CO 80108","$629,000 ",1949 Canyonpoint Ln,Castle Pines,CO,80108,"3,476",https://www.zillow.com/homedetails/1949-Canyonpoint-Ln-Castle-Pines-CO-80108/300014449_zpid/
New construction,"1957 Canyonpoint Ln, Castle Pines, CO 80108","$556,000 ",1957 Canyonpoint Ln,Castle Pines,CO,80108,"1,617",https://www.zillow.com/homedetails/1957-Canyonpoint-Ln-Castle-Pines-CO-80108/300013315_zpid/
New construction,"1680 Oakpoint Way, Castle Pines, CO 80108","$944,900 ",1680 Oakpoint Way,Castle Pines,CO,80108,"3,921",https://www.zillow.com/homedetails/1680-Oakpoint-Way-Castle-Pines-CO-80108/300012711_zpid/
House for sale,"7146 Bellcove Trl, Castle Rock, CO 80108","$999,900 ",7146 Bellcove Trl,Castle Rock,CO,80108,"4,039",https://www.zillow.com/homedetails/7146-Bellcove-Trl-Castle-Rock-CO-80108/306060277_zpid/
New construction,"1668 Stable View Dr, Castle Pines, CO 80108","$602,000 ",1668 Stable View Dr,Castle Pines,CO,80108,"2,480",https://www.zillow.com/homedetails/1668-Stable-View-Dr-Castle-Pines-CO-80108/300015560_zpid/
House for sale,"465 E Oak Hills Dr, Castle Rock, CO 80108","$1,299,900 ",465 E Oak Hills Dr,Castle Rock,CO,80108,"8,851",https://www.zillow.com/homedetails/465-E-Oak-Hills-Dr-Castle-Rock-CO-80108/13463591_zpid/
House for sale,"6919 Hyland Hills St, Castle Pines, CO 80108","$769,900 ",6919 Hyland Hills St,Castle Pines,CO,80108,"6,102",https://www.zillow.com/homedetails/6919-Hyland-Hills-St-Castle-Pines-CO-80108/124170170_zpid/
New construction,"7133 Bellcove Trl, Castle Rock, CO 80108","$799,900 ",7133 Bellcove Trl,Castle Rock,CO,80108,"2,805",https://www.zillow.com/homedetails/7133-Bellcove-Trl-Castle-Rock-CO-80108/306060245_zpid/
New construction,"7150 Copper Sky Cir, Castle Pines, CO 80108","$849,900 ",7150 Copper Sky Cir,Castle Pines,CO,80108,"2,825",https://www.zillow.com/homedetails/7150-Copper-Sky-Cir-Castle-Pines-CO-80108/300013526_zpid/
New construction,"6199 Saddlesmith St, Castle Pines, CO 80108","$585,500 ",6199 Saddlesmith St,Castle Pines,CO,80108,"1,674",https://www.zillow.com/homedetails/6199-Saddlesmith-St-Castle-Pines-CO-80108/300014734_zpid/
House for sale,"6708 Tremolite Ct, Castle Rock, CO 80108","$979,000 ",6708 Tremolite Ct,Castle Rock,CO,80108,"5,749",https://www.zillow.com/homedetails/6708-Tremolite-Ct-Castle-Rock-CO-80108/82029012_zpid/
New construction,"74 Broken Tee Ln, Castle Pines, CO 80108","$840,000 ",74 Broken Tee Ln,Castle Pines,CO,80108,"3,232",https://www.zillow.com/homedetails/74-Broken-Tee-Ln-Castle-Pines-CO-80108/118269471_zpid/
New construction,"1678 Stable View Dr, Castle Pines, CO 80108","$586,000 ",1678 Stable View Dr,Castle Pines,CO,80108,"2,572",https://www.zillow.com/homedetails/1678-Stable-View-Dr-Castle-Pines-CO-80108/300014519_zpid/
New construction,"1674 Stable View Dr, Castle Pines, CO 80108","$559,000 ",1674 Stable View Dr,Castle Pines,CO,80108,"1,902",https://www.zillow.com/homedetails/1674-Stable-View-Dr-Castle-Pines-CO-80108/300013408_zpid/
New construction,"84 Broken Tee Ln, Castle Pines, CO 80108","$900,000 ",84 Broken Tee Ln,Castle Pines,CO,80108,"4,131",https://www.zillow.com/homedetails/84-Broken-Tee-Ln-Castle-Pines-CO-80108/118267628_zpid/
House for sale,"6854 Serena Dr, Castle Pines, CO 80108","$600,000 ",6854 Serena Dr,Castle Pines,CO,80108,"3,685",https://www.zillow.com/homedetails/6854-Serena-Dr-Castle-Pines-CO-80108/52458294_zpid/
Auction,"619 Cliffgate Ln, Castle Rock, CO 80108","$2,228,426 ",619 Cliffgate Ln,Castle Rock,CO,80108,"3,464",https://www.zillow.com/homedetails/619-Cliffgate-Ln-Castle-Rock-CO-80108/13483507_zpid/
Pre-foreclosure,"8187 Pinewood Dr, Castle Rock, CO 80108","$895,639 ",8187 Pinewood Dr,Castle Rock,CO,80108,"4,173",https://www.zillow.com/homedetails/8187-Pinewood-Dr-Castle-Rock-CO-80108/13463555_zpid/
Pre-foreclosure,"3365 Softwind Point, Castle Rock, CO 80108","$527,412 ",3365 Softwind Point,Castle Rock,CO,80108,"3,216",https://www.zillow.com/homedetails/3365-Softwind-Point-Castle-Rock-CO-80108/82026511_zpid/
House for sale,"98 Crown Point Pl, Castle Rock, CO 80108","$1,129,000 ",98 Crown Point Pl,Castle Rock,CO,80108,"4,670",https://www.zillow.com/homedetails/98-Crown-Point-Pl-Castle-Rock-CO-80108/13483978_zpid/
New construction,"106 Broken Tee Ln, Castle Pines, CO 80108","$800,000 ",106 Broken Tee Ln,Castle Pines,CO,80108,"3,450",https://www.zillow.com/homedetails/106-Broken-Tee-Ln-Castle-Pines-CO-80108/118267250_zpid/
House for sale,"651 Ruby Trust Dr, Castle Rock, CO 80108","$2,730,000 ",651 Ruby Trust Dr,Castle Rock,CO,80108,"8,696",https://www.zillow.com/homedetails/651-Ruby-Trust-Dr-Castle-Rock-CO-80108/81769073_zpid/
Pre-foreclosure,"6231 Sapphire Pointe Blvd, Castle Rock, CO 80108","$622,292 ",6231 Sapphire Pointe Blvd,Castle Rock,CO,80108,"5,008",https://www.zillow.com/homedetails/6231-Sapphire-Pointe-Blvd-Castle-Rock-CO-80108/82024341_zpid/
House for sale,"1066 Cypress Way, Castle Rock, CO 80108","$1,750,000 ",1066 Cypress Way,Castle Rock,CO,80108,"6,870",https://www.zillow.com/homedetails/1066-Cypress-Way-Castle-Rock-CO-80108/55814150_zpid/
House for sale,"1764 Mesa Ridge Ln, Castle Rock, CO 80108","$2,450,000 ",1764 Mesa Ridge Ln,Castle Rock,CO,80108,"5,293",https://www.zillow.com/homedetails/1764-Mesa-Ridge-Ln-Castle-Rock-CO-80108/147413453_zpid/
House for sale,"7460 Sapphire Point Blvd, Castle Rock, CO 80108","$2,749,000 ",7460 Sapphire Point Blvd,Castle Rock,CO,80108,"6,245",https://www.zillow.com/homedetails/7460-Sapphire-Point-Blvd-Castle-Rock-CO-80108/157720439_zpid/
House for sale,"6872 Lemon Gulch Dr, Castle Rock, CO 80108","$4,000,000 ",6872 Lemon Gulch Dr,Castle Rock,CO,80108,"14,501",https://www.zillow.com/homedetails/6872-Lemon-Gulch-Dr-Castle-Rock-CO-80108/98324062_zpid/
House for sale,"648 Ruby Trust Dr, Castle Rock, CO 80108","$1,635,000 ",648 Ruby Trust Dr,Castle Rock,CO,80108,"8,002",https://www.zillow.com/homedetails/648-Ruby-Trust-Dr-Castle-Rock-CO-80108/82027205_zpid/
House for sale,"1103 Northwood Ln, Castle Rock, CO 80108","$2,850,000 ",1103 Northwood Ln,Castle Rock,CO,80108,"9,465",https://www.zillow.com/homedetails/1103-Northwood-Ln-Castle-Rock-CO-80108/87808252_zpid/
House for sale,"984 Preston Ct, Castle Rock, CO 80108","$4,550,000 ",984 Preston Ct,Castle Rock,CO,80108,"9,461",https://www.zillow.com/homedetails/984-Preston-Ct-Castle-Rock-CO-80108/82239047_zpid/
House for sale,"6930 Tremolite Dr, Castle Rock, CO 80108","$2,195,000 ",6930 Tremolite Dr,Castle Rock,CO,80108,"9,919",https://www.zillow.com/homedetails/6930-Tremolite-Dr-Castle-Rock-CO-80108/108397809_zpid/
House for sale,"191 Country Club Dr, Castle Rock, CO 80108","$1,550,000 ",191 Country Club Dr,Castle Rock,CO,80108,"6,419",https://www.zillow.com/homedetails/191-Country-Club-Dr-Castle-Rock-CO-80108/82024862_zpid/
House for sale,"5 Borealis Way, Castle Rock, CO 80108","$3,000,000 ",5 Borealis Way,Castle Rock,CO,80108,"7,876",https://www.zillow.com/homedetails/5-Borealis-Way-Castle-Rock-CO-80108/13483488_zpid/
House for sale,"397 Orofino Dr, Castle Rock, CO 80108","$1,779,000 ",397 Orofino Dr,Castle Rock,CO,80108,"7,700",https://www.zillow.com/homedetails/397-Orofino-Dr-Castle-Rock-CO-80108/13484063_zpid/
House for sale,"4351 N Us Highway 85, Castle Rock, CO 80108","$4,500,000 ",4351 N Us Highway 85,Castle Rock,CO,80108,"4,871",https://www.zillow.com/homedetails/4351-N-Us-Highway-85-Castle-Rock-CO-80108/109686703_zpid/
House for sale,"35 Hummingbird Dr, Castle Rock, CO 80108","$1,950,000 ",35 Hummingbird Dr,Castle Rock,CO,80108,"8,744",https://www.zillow.com/homedetails/35-Hummingbird-Dr-Castle-Rock-CO-80108/13483644_zpid/
House for sale,"1211 Wildcat Bend Ct, Castle Rock, CO 80108","$2,275,775 ",1211 Wildcat Bend Ct,Castle Rock,CO,80108,"5,893",https://www.zillow.com/homedetails/1211-Wildcat-Bend-Ct-Castle-Rock-CO-80108/123457489_zpid/
House for sale,"956 Country Club Pkwy, Castle Rock, CO 80108","$2,950,000 ",956 Country Club Pkwy,Castle Rock,CO,80108,"6,617",https://www.zillow.com/homedetails/956-Country-Club-Pkwy-Castle-Rock-CO-80108/108395944_zpid/
Condo for sale,"2390 Fremont Ave Unit A21, Littleton, CO 80122","$230,000 ",2390 Fremont Ave UNIT A21,Littleton,CO,80122,"1,039",https://www.zillow.com/homedetails/2390-Fremont-Ave-UNIT-A21-Littleton-CO-80122/2077952615_zpid/
House for sale,"7985 S Logan Dr, Littleton, CO 80122","$555,000 ",7985 S Logan Dr,Littleton,CO,80122,"2,993",https://www.zillow.com/homedetails/7985-S-Logan-Dr-Littleton-CO-80122/13170239_zpid/
Coming soon,"S Gaylord St, Littleton, CO 80122","$314,900 ",S Gaylord St,Littleton,CO,80122,"1,278",https://www.zillow.com/homedetails/7165-S-Gaylord-St-APT-H2-Littleton-CO-80122/2079509152_zpid/
House for sale,"7523 S Cook Way, Centennial, CO 80122","$535,000 ",7523 S Cook Way,Centennial,CO,80122,"2,531",https://www.zillow.com/homedetails/7523-S-Cook-Way-Centennial-CO-80122/13172553_zpid/
Condo for sale,"460 E Fremont Pl #407, Littleton, CO 80122","$345,000 ",460 E Fremont Pl #407,Littleton,CO,80122,"1,118",https://www.zillow.com/homedetails/460-E-Fremont-Pl-407-Littleton-CO-80122/2078142585_zpid/
Condo for sale,"460 E Fremont Pl Unit 209, Littleton, CO 80122","$390,000 ",460 E Fremont Pl UNIT 209,Littleton,CO,80122,"1,384",https://www.zillow.com/homedetails/460-E-Fremont-Pl-UNIT-209-Littleton-CO-80122/2077971205_zpid/
House for sale,"7461 S Forest Ct, Centennial, CO 80122","$799,000 ",7461 S Forest Ct,Centennial,CO,80122,"3,652",https://www.zillow.com/homedetails/7461-S-Forest-Ct-Centennial-CO-80122/13137860_zpid/
Condo for sale,"460 E Fremont Pl Unit 206, Littleton, CO 80122","$330,000 ",460 E Fremont Pl UNIT 206,Littleton,CO,80122,"1,118",https://www.zillow.com/homedetails/460-E-Fremont-Pl-UNIT-206-Littleton-CO-80122/2077971981_zpid/
